city_name,country,date,lat,lon,max_temp_C,max_temp_F,cloud_cover%,humidity%,wind_speed
Ushuaia,AR,1613566144,-54.8,-68.3,9.0,48.2,75.0,87.0,2.57
Pimentel,PE,1613566144,-6.8367,-79.9342,22.220000000000027,71.99600000000005,0.0,83.0,3.09
Atuona,PF,1613566144,-9.8,-139.0333,25.80000000000001,78.44000000000003,43.0,77.0,5.49
Rawson,AR,1613566145,-43.3002,-65.1023,19.930000000000007,67.87400000000002,0.0,52.0,5.46
Jamestown,US,1613566145,42.097,-79.2353,-12.779999999999973,8.996000000000048,90.0,92.0,2.06
Salinas,US,1613565859,36.6777,-121.6555,7.0,44.6,1.0,87.0,2.06
Hermanus,ZA,1613566146,-34.4187,19.2345,23.890000000000043,75.00200000000008,2.0,67.0,2.68
Pevek,RU,1613566146,69.7008,170.3133,-32.27999999999997,-26.10399999999995,14.0,87.0,1.68
Progreso,MX,1613566146,21.2833,-89.6667,20.0,68.0,90.0,100.0,4.12
Katobu,ID,1613566147,-4.9408,122.5276,25.230000000000018,77.41400000000004,8.0,86.0,1.85
Macomer,IT,1613566147,40.262,8.7699,13.890000000000043,57.00200000000008,75.0,71.0,5.14
Saint-Philippe,RE,1613566147,-21.3585,55.7679,27.0,80.6,59.0,78.0,2.72
Port Alfred,ZA,1613566148,-33.5906,26.891,25.0,77.0,0.0,76.0,4.02
Balikpapan,ID,1613565951,-1.2675,116.8289,24.0,75.2,40.0,100.0,1.08
Busselton,AU,1613566148,-33.65,115.3333,18.890000000000043,66.00200000000008,100.0,78.0,0.45
Sitka,US,1613565972,57.0531,-135.33,2.0,35.6,90.0,87.0,2.57
Nuuk,GL,1613566149,64.1835,-51.7216,-13.0,8.599999999999998,20.0,61.0,6.69
Coahuayana Viejo,MX,1613566149,18.7333,-103.6833,15.79000000000002,60.42200000000004,34.0,79.0,1.95
Maceió,BR,1613566149,-9.6658,-35.7353,29.0,84.2,75.0,70.0,5.66
Guerrero Negro,MX,1613566149,27.9769,-114.0611,13.800000000000011,56.84000000000002,39.0,77.0,6.65
Pisco,PE,1613566150,-13.7,-76.2167,21.0,69.80000000000001,0.0,78.0,1.54
Sibu,MY,1613566150,2.3,111.8167,25.0,77.0,20.0,94.0,1.03
Bluff,NZ,1613566150,-46.6,168.3333,9.439999999999998,48.992,58.0,88.0,1.34
Bajil,YE,1613566150,15.0584,43.2851,31.870000000000005,89.36600000000001,0.0,38.0,5.25
Butaritari,KI,1613566150,3.0707,172.7902,27.29000000000002,81.12200000000004,83.0,83.0,9.1
Varkaus,FI,1613566151,62.3153,27.873,-17.779999999999973,-0.0039999999999551505,0.0,65.0,2.06
Rome,US,1613566151,43.2128,-75.4557,-14.439999999999998,6.008000000000003,1.0,78.0,0.94
East London,ZA,1613566151,-33.0153,27.9116,25.0,77.0,0.0,57.0,9.77
Celestún,MX,1613566151,20.8667,-90.4,20.670000000000016,69.20600000000003,12.0,92.0,6.28
Beloha,MG,1613566151,-25.1667,45.05,27.010000000000048,80.61800000000008,100.0,66.0,4.6
Dukat,RU,1613566152,62.55,155.55,-25.70999999999998,-14.277999999999963,100.0,88.0,1.12
Rikitea,PF,1613566152,-23.1203,-134.9692,25.510000000000048,77.91800000000009,8.0,75.0,6.79
Vaini,TO,1613566152,-21.2,-175.2,24.0,75.2,20.0,94.0,1.54
Qaanaaq,GL,1613566152,77.484,-69.3632,-22.23999999999998,-8.031999999999968,80.0,80.0,2.49
Aswān,EG,1613566153,24.0934,32.907,17.52000000000004,63.53600000000007,0.0,26.0,8.76
Albany,US,1613565903,42.6001,-73.9662,-8.889999999999986,15.998000000000022,0.0,59.0,1.34
São João da Barra,BR,1613566153,-21.6403,-41.0511,27.0,80.6,0.0,74.0,3.09
Mataura,NZ,1613566154,-46.1927,168.8643,9.439999999999998,48.992,53.0,88.0,1.34
Dzhebariki-Khaya,RU,1613566154,62.2167,135.8,-35.98999999999998,-32.78199999999997,0.0,83.0,0.43
Galesong,ID,1613566154,-5.3166,119.3661,28.0,82.4,40.0,83.0,1.54
Kiryat Gat,IL,1613565960,31.61,34.7642,10.560000000000002,51.00800000000001,100.0,57.0,2.24
Taiyuan,CN,1613566155,37.8694,112.5603,2.0,35.6,0.0,30.0,1.0
Dikson,RU,1613566155,73.5069,80.5464,-24.169999999999987,-11.505999999999979,100.0,91.0,2.71
Hilo,US,1613565988,19.7297,-155.09,21.0,69.80000000000001,75.0,83.0,2.06
Provideniya,RU,1613566157,64.3833,-173.3,-19.25999999999999,-2.667999999999985,0.0,82.0,6.97
San Quintín,MX,1613566157,30.4833,-115.95,11.840000000000032,53.312000000000054,8.0,86.0,3.78
Bayeux,BR,1613565914,-7.125,-34.9322,30.0,86.0,75.0,66.0,4.63
Along,IN,1613566157,28.1667,94.7667,16.460000000000036,61.62800000000007,25.0,56.0,1.09
Kulhudhuffushi,MV,1613566157,6.6221,73.07,27.49000000000001,81.48200000000003,95.0,66.0,2.01
Yulara,AU,1613566158,-25.2406,130.9889,34.0,93.2,0.0,22.0,3.6
Kostomuksha,RU,1613566158,64.571,30.5767,-17.75999999999999,0.03200000000001424,0.0,91.0,1.68
Alice Springs,AU,1613566158,-23.7,133.8833,31.0,87.80000000000001,26.0,35.0,3.6
Saint Anthony,US,1613566158,45.0205,-93.218,-17.779999999999973,-0.0039999999999551505,75.0,71.0,1.64
Ancud,CL,1613566159,-41.8697,-73.8203,13.890000000000043,57.00200000000008,75.0,87.0,3.6
Esperance,AU,1613566159,-33.8667,121.9,21.0,69.80000000000001,100.0,94.0,3.6
Hobart,AU,1613566038,-42.8794,147.3294,18.0,64.4,0.0,77.0,4.12
Walvis Bay,NA,1613566159,-22.9575,14.5053,21.0,69.80000000000001,0.0,60.0,4.12
Saint Paul Harbor,US,1613566159,57.79,-152.4072,1.0,33.8,1.0,86.0,1.54
Monrovia,LR,1613565880,6.3005,-10.7969,28.879999999999995,83.984,85.0,69.0,3.8
George Town,MY,1613566160,5.4112,100.3354,31.0,87.80000000000001,20.0,58.0,1.03
Karaidel',RU,1613566160,55.8337,56.9069,-21.329999999999984,-6.39399999999997,0.0,90.0,0.79
Tiksi,RU,1613566160,71.6872,128.8694,-32.25999999999999,-26.067999999999984,40.0,86.0,1.37
Nagato,JP,1613566160,34.3833,131.2,0.0,32.0,40.0,74.0,7.72
Osmeña,PH,1613566160,10.5208,119.9258,26.600000000000023,79.88000000000005,16.0,79.0,5.61
Chui,UY,1613566161,-33.6971,-53.4616,21.840000000000032,71.31200000000007,46.0,84.0,4.03
Arraial do Cabo,BR,1613566161,-22.9661,-42.0278,27.0,80.6,75.0,74.0,2.06
Bahía Honda,CU,1613566161,22.9036,-83.1592,23.08000000000004,73.54400000000007,10.0,86.0,3.14
Cap Malheureux,MU,1613566161,-19.9842,57.6142,28.890000000000043,84.00200000000008,100.0,77.0,0.89
Ponta do Sol,PT,1613566162,32.6667,-17.1,21.0,69.80000000000001,20.0,49.0,5.14
Portland,US,1613565921,45.5234,-122.6762,3.890000000000043,39.00200000000008,75.0,87.0,1.54
Belmonte,BR,1613566162,-15.8631,-38.8828,28.0,82.4,75.0,69.0,5.14
Cabo San Lucas,MX,1613566162,22.8909,-109.9124,12.220000000000027,53.99600000000005,31.0,74.0,0.45
New Norfolk,AU,1613566162,-42.7826,147.0587,17.78000000000003,64.00400000000005,0.0,50.0,0.9
Carahue,CL,1613566163,-38.7,-73.1667,12.0,53.6,75.0,87.0,1.54
Berlevåg,NO,1613566163,70.8578,29.0864,-3.0,26.6,75.0,86.0,9.77
Codrington,AU,1613566163,-38.2667,141.9667,21.860000000000014,71.34800000000003,0.0,45.0,5.18
Kirakira,SB,1613566164,-10.4544,161.9205,27.340000000000032,81.21200000000006,100.0,79.0,1.21
Altus,US,1613566164,34.6381,-99.334,-11.0,12.2,90.0,85.0,3.09
Cape Town,ZA,1613565981,-33.9258,18.4232,28.0,82.4,0.0,28.0,4.12
Severo-Kuril'sk,RU,1613566165,50.6789,156.125,-1.9799999999999613,28.43600000000007,89.0,91.0,5.52
Viesca,MX,1613566165,25.35,-102.8,10.689999999999998,51.242,63.0,46.0,2.74
Peniche,PT,1613566165,39.3558,-9.3811,16.670000000000016,62.00600000000003,100.0,77.0,3.13
Kahului,US,1613566166,20.8947,-156.47,21.110000000000014,69.99800000000002,1.0,77.0,1.54
Manggar,ID,1613566166,-2.8833,108.2667,25.930000000000007,78.674,100.0,80.0,4.01
Hong Kong,HK,1613566037,22.2855,114.1577,19.439999999999998,66.99199999999999,25.0,81.0,0.89
Lebu,CL,1613566166,-37.6167,-73.65,13.720000000000027,56.696000000000055,31.0,70.0,0.73
Punta Arenas,CL,1613566142,-53.15,-70.9167,10.0,50.0,75.0,87.0,3.09
Thompson,CA,1613566167,55.7435,-97.8558,-29.99999999999997,-21.99999999999995,1.0,76.0,1.84
Lastoursville,GA,1613566167,-0.8143,12.7287,29.0,84.2,75.0,74.0,0.9
Kendari,ID,1613566076,-3.945,122.4989,26.29000000000002,79.32200000000003,41.0,84.0,0.63
Mount Isa,AU,1613566168,-20.7333,139.5,27.0,80.6,40.0,69.0,2.06
Mahébourg,MU,1613566168,-20.4081,57.7,29.0,84.2,75.0,79.0,1.54
Barra de Tecoanapa,MX,1613566168,16.5167,-98.75,18.730000000000018,65.71400000000003,3.0,82.0,1.8
Baruun-Urt,MN,1613566168,46.6806,113.2792,-17.909999999999968,-0.2379999999999427,0.0,89.0,6.18
Acapulco de Juárez,MX,1613566168,16.8634,-99.8901,19.129999999999995,66.434,100.0,77.0,2.04
Barrow,US,1613566060,71.2906,-156.7887,-27.99999999999997,-18.39999999999995,1.0,76.0,4.12
Khani,GE,1613566169,41.9563,42.9566,2.0,35.6,90.0,100.0,5.66
Yilan,TW,1613566169,24.757,121.753,15.0,59.0,98.0,99.0,2.36
Port Elizabeth,ZA,1613566169,-33.918,25.5701,25.0,77.0,0.0,57.0,8.23
Deputatsky,RU,1613566169,69.3,139.9,-28.21999999999997,-18.79599999999995,100.0,90.0,0.88
Verkhoyansk,RU,1613566169,67.5447,133.385,-33.00999999999999,-27.417999999999985,77.0,83.0,0.82
Byron Bay,AU,1613566170,-28.65,153.6167,21.0,69.80000000000001,75.0,94.0,9.26
Bandi̇̄pur,NP,1613566170,27.9333,84.4167,13.939999999999998,57.092,0.0,45.0,0.84
Smolenka,RU,1613566170,52.1352,113.4974,-17.99999999999997,-0.39999999999994884,100.0,65.0,1.38
Cascais,PT,1613566171,38.6979,-9.4215,15.0,59.0,75.0,82.0,5.66
Kisangani,CD,1613566171,0.5167,25.2,29.0,84.2,75.0,65.0,4.12
Deniliquin,AU,1613566171,-35.5333,144.9667,24.439999999999998,75.99199999999999,0.0,46.0,3.6
Nikolskoye,RU,1613566171,59.7035,30.7861,-13.889999999999986,6.998000000000022,75.0,66.0,3.0
Ulaanbaatar,MN,1613566068,47.9077,106.8832,-16.0,3.1999999999999993,0.0,85.0,2.0
Carnarvon,AU,1613566172,-24.8667,113.6333,25.0,77.0,40.0,94.0,10.29
Sioux Lookout,CA,1613566172,50.1001,-91.917,-31.99999999999997,-25.59999999999995,1.0,75.0,1.03
Pemba,MZ,1613566172,-12.974,40.5178,30.0,86.0,75.0,66.0,7.2
Al Bardīyah,LY,1613566173,31.7561,25.0865,11.75,53.150000000000006,16.0,55.0,12.25
Caravelas,BR,1613566173,-17.7125,-39.2481,31.5,88.7,9.0,53.0,4.75
Puerto Ayora,EC,1613566173,-0.7393,-90.3518,22.78000000000003,73.00400000000005,5.0,97.0,0.89
Kavieng,PG,1613566174,-2.5744,150.7967,28.220000000000027,82.79600000000005,100.0,76.0,4.18
Moerai,PF,1613566174,-22.4333,-151.3333,26.629999999999995,79.934,100.0,73.0,3.94
Palmer,US,1613566174,42.1584,-72.3287,-6.109999999999957,21.002000000000077,1.0,63.0,7.72
Baykit,RU,1613566174,61.67,96.37,-20.639999999999986,-5.15199999999998,100.0,87.0,0.7
La Ronge,CA,1613566175,55.1001,-105.2842,-30.99999999999997,-23.799999999999947,1.0,76.0,1.84
Mahajanga,MG,1613566175,-15.7167,46.3167,31.0,87.80000000000001,20.0,79.0,4.12
Tautira,PF,1613566175,-17.7333,-149.15,25.0,77.0,20.0,83.0,1.03
Nanortalik,GL,1613566176,60.1432,-45.2371,-10.71999999999997,12.704000000000054,0.0,84.0,3.4
Sandnessjøen,NO,1613566176,66.0217,12.6316,-1.0,30.2,0.0,40.0,4.12
Yellowknife,CA,1613565985,62.456,-114.3525,-34.99999999999997,-30.99999999999995,1.0,75.0,2.0
Conceição do Almeida,BR,1613566176,-12.7794,-39.17,32.460000000000036,90.42800000000007,69.0,45.0,2.58
Itiúba,BR,1613566177,-10.6917,-39.8536,27.75,81.95,100.0,62.0,3.3
Boyolangu,ID,1613566177,-8.1181,111.8935,25.090000000000032,77.16200000000006,100.0,81.0,0.78
Katsuura,JP,1613566177,35.1333,140.3,5.560000000000002,42.008,20.0,26.0,6.17
Kropotkin,RU,1613566178,45.4375,40.5756,-6.109999999999957,21.002000000000077,100.0,97.0,5.28
Severodvinsk,RU,1613566178,64.5635,39.8302,-23.99999999999997,-11.199999999999953,0.0,64.0,1.0
Waingapu,ID,1613566179,-9.6567,120.2641,26.210000000000036,79.17800000000007,100.0,83.0,3.22
Mayumba,GA,1613566179,-3.432,10.6554,28.670000000000016,83.60600000000002,80.0,77.0,5.68
Bathsheba,BB,1613566179,13.2167,-59.5167,26.0,78.80000000000001,20.0,57.0,13.89
Nouakchott,MR,1613566179,18.0858,-15.9785,27.0,80.6,73.0,16.0,4.63
Sinnamary,GF,1613566180,5.3833,-52.95,26.110000000000014,78.99800000000002,58.0,74.0,5.35
Zhigansk,RU,1613566180,66.7697,123.3711,-33.76999999999998,-28.785999999999966,8.0,85.0,2.83
Tasiilaq,GL,1613566180,65.6145,-37.6368,-1.0,30.2,75.0,100.0,2.73
Biggar,GB,1613566181,55.6167,-3.5167,8.330000000000041,46.99400000000007,100.0,99.0,9.19
Esim,GH,1613566181,4.8699,-2.2405,29.420000000000016,84.95600000000003,100.0,68.0,4.32
Saskylakh,RU,1613566181,71.9167,114.0833,-33.65999999999997,-28.587999999999944,26.0,82.0,5.2
Moengo,SR,1613566181,5.6167,-54.4,26.02000000000004,78.83600000000007,85.0,73.0,2.48
Okhotsk,RU,1613566181,59.3833,143.3,-21.119999999999976,-6.015999999999956,0.0,82.0,6.29
Sinaloa,MX,1613566157,25.0,-107.5,14.439999999999998,57.992,28.0,86.0,1.02
Auki,SB,1613566182,-8.7676,160.7034,25.879999999999995,78.584,100.0,85.0,1.75
Havre-St-Pierre,CA,1613566182,50.2334,-63.5986,-11.0,12.2,90.0,73.0,5.14
Gushi,CN,1613566182,34.6425,109.5843,9.910000000000025,49.83800000000005,37.0,39.0,0.84
Bereda,ES,1613566183,43.2686,-7.5406,14.439999999999998,57.992,96.0,59.0,8.05
Bosansko Grahovo,BA,1613566183,44.1794,16.3639,8.890000000000043,48.00200000000008,100.0,77.0,0.83
Olavarría,AR,1613566183,-36.8927,-60.3225,20.090000000000032,68.16200000000006,0.0,38.0,4.09
Longyearbyen,SJ,1613566184,78.2186,15.6401,-2.0,28.4,75.0,93.0,2.06
Slănic-Moldova,RO,1613566184,46.2,26.4333,3.330000000000041,37.99400000000007,75.0,64.0,6.17
Salalah,OM,1613566185,17.0151,54.0924,26.0,78.80000000000001,20.0,61.0,5.14
Grand Baie,MU,1613566185,-20.0182,57.5802,28.890000000000043,84.00200000000008,100.0,77.0,0.89
Madison,US,1613566185,34.7334,-86.5667,-7.779999999999973,17.99600000000005,1.0,86.0,3.6
Sabha,LY,1613566185,27.0377,14.4283,14.710000000000036,58.478000000000065,0.0,34.0,2.41
Pontianak,ID,1613566107,-0.0333,109.3333,27.0,80.6,20.0,78.0,2.35
Flin Flon,CA,1613566186,54.7682,-101.865,-31.99999999999997,-25.59999999999995,1.0,75.0,1.29
Tadine,NC,1613566186,-21.55,167.8833,27.0,80.6,100.0,87.0,4.4
Asău,RO,1613566187,46.4333,26.4,3.330000000000041,37.99400000000007,91.0,40.0,1.68
Miandrivazo,MG,1613565990,-19.5167,45.4667,31.75,89.15,100.0,57.0,4.1
Upernavik,GL,1613566187,72.7868,-56.1549,-22.919999999999987,-9.255999999999979,0.0,87.0,1.95
Lima,PE,1613565581,-12.0432,-77.0282,24.439999999999998,75.99199999999999,0.0,88.0,2.06
Tyrma,RU,1613566188,50.0833,132.1667,-13.17999999999995,8.276000000000089,99.0,92.0,1.64
Mwense,ZM,1613566189,-10.3845,28.698,27.33000000000004,81.19400000000007,100.0,70.0,1.85
Ilulissat,GL,1613566189,69.2167,-51.1,-16.0,3.1999999999999993,75.0,60.0,3.6
Norman Wells,CA,1613566190,65.282,-126.8329,-21.99999999999997,-7.599999999999952,75.0,77.0,1.54
Chokurdakh,RU,1613566190,70.6333,147.9167,-27.67999999999998,-17.823999999999963,95.0,88.0,2.09
Erenhot,CN,1613566190,43.6475,111.9767,-13.379999999999995,7.9160000000000075,0.0,86.0,1.87
Ribeira Grande,PT,1613566191,38.5167,-28.7,16.0,60.8,40.0,63.0,11.32
Almaznyy,RU,1613566191,48.0448,40.045,-5.0,23.0,75.0,58.0,5.0
Port Hardy,CA,1613566191,50.6996,-127.4199,5.0,41.0,40.0,93.0,2.57
Dingle,PH,1613566191,10.9995,122.6711,24.04000000000002,75.27200000000005,52.0,85.0,3.62
Henties Bay,NA,1613566191,-22.116,14.2845,20.0,68.0,1.0,78.0,5.69
Tuktoyaktuk,CA,1613566192,69.4541,-133.0374,-32.599999999999966,-26.679999999999943,20.0,86.0,2.86
Khatanga,RU,1613566192,71.9667,102.5,-27.75999999999999,-17.967999999999982,98.0,86.0,5.1
Vila Velha,BR,1613566088,-20.3297,-40.2925,30.0,86.0,40.0,74.0,3.09
Lagoa,PT,1613566192,39.05,-27.9833,14.110000000000014,57.398000000000025,100.0,72.0,12.49
Azul,AR,1613566192,-36.777,-59.8585,20.28000000000003,68.50400000000005,0.0,52.0,4.23
North Bend,US,1613566193,43.4065,-124.2243,6.0,42.8,90.0,93.0,3.09
Otane,NZ,1613566193,-39.8833,176.6333,14.439999999999998,57.992,100.0,76.0,1.34
Avarua,CK,1613566193,-21.2078,-159.775,25.0,77.0,20.0,94.0,0.51
Hasaki,JP,1613566194,35.7333,140.8333,3.0,37.4,20.0,55.0,2.57
Comrat,MD,1613566194,46.3003,28.6572,-0.6200000000000045,30.883999999999993,73.0,83.0,5.09
Valdivia,CL,1613566195,-39.8142,-73.2459,11.0,51.8,0.0,100.0,0.6
